mrun;cod_nivel;rbd_admitido;cod_curso_admitido
499819;9;24685;131000000133
500110;9;4534;131000000131
500508;10;379;231000000133
500633;11;12062;351052010133
501328;8;4310;811000000133
501374;8;25738;811000000131
501768;9; ; 
502412;12;2012;451057030133
502641;8;254;811000000113
503195;5;5016;511000000133
503401;9;9408;131000000133
504301;5;24329;511000000123
505035;9;9332;131000000133
505516;4;24412;411000000133
505900;6;2975;611000000133
508211;9;2938;131000000133
509335;4;24689;411000000123
509585;4;25709;411000000132
509730;11;2625;331000000133
509753;10;25960;231000000133
510385;7;4563;711000000131
510804;9;9061;131000000133
510837;5;25431;511000000131
511152;11;9339;331000000133
511507;4;10015;411000000132
512183;9;24446;131000000133
513093;9;26303;131000000133
513889;11;12217;351053015133
514945;9;24231;131000000133
515006;12;26436;431000000133
515663;10;25386;231000000133
515905;9;4982;131000000132
515952;9;24686;131000000133
516029;9;8429;131000000133
517148;7;107;711000000133
518469;9;31030;131000000133
519174;9;9411;131000000133
519974;4;22;411000000133
520405;7;226;711000000133
522033;6;5588;611000000133
522185;4;297;411000000133
522296;12;13156;441041005133
523628;10;25458;231000000132
524625;7;2364;711000000131
524859;3;8828;311000000133
525381;11;2041;331000000113
526038;12;280;441041005133
526063;9;1664;131000000133
526416;11;2103;351052010133
527264;10;17818;231000000133
528243;8;9116;811000000133
528488;9;4535;131000000131
528815;10;24652;231000000133
528856;10;9937;231000000113
528946;5;2331;511000000133
529633;5;12962;511000000133
529879;8;31190;811000000133
530399;10;9780;231000000133
530773;9;22140;151051005133
531000;7;3719;711000000133
531429;7;10607;711000000231
532115;9;1757;131000000133
532609;9;2283;131000000133
532837;9;6751;131000000133
534022;9;2732;131000000133
534386;9;1619;131000000131
534813;11;10970;341041005133
536039;9;13586;131000000133
536054;11;20074;331000000133
536146;5;2395;511000000133
536974;10;7629;231000000133
537394;9;24685;131000000133
537855;9;15720;131000000133
538312;9;2163;131000000131
538403;6;9284;611000000133
538736;11;9328;331000000131
539052;9;2530;131000000133
539313;9; ; 
539436;8;9919;811000000113
539854;8;10086;811000000133
540228;9;25853;131000000133
540625;9;2110;131000000132
540626;8;9889;811000000133
541836;9;5216;131000000133
542901;9; ; 
543110;5;31262;511000000113
543500;9;1672;131000000133
544361;9;9283;131000000233
544895;9;1675;131000000133
545154;5;11851;511000000133
545181;9;25899;131000000133
546037;3;8331;311000000133
546288;7;14602;711000000133
546576;11;8658;331000000113
546778;9;11265;131000000133
546811;4;31087;411000000133
547559;8;1980;811000000133
548519;10;25770;231000000123
548689;9;12719;131000000133
548740;9;3305;131000000133
549041;9;18218;131000000133
549587;9;8255;131000000133
549834;8;9194;811000000131
551085;11;8930;331000000111
551409;9;10520;131000000133
551507;9;10452;131000000133
551699;9;4270;131000000133
551797;11;31343;331000000133
551937;9;26292;131000000133
553104;8;4043;811000000133
553124;10;12838;231000000133
553198;8;7200;811000000133
554088;7;22271;711000000133
554350;9;4483;131000000133
555063;9;10711;131000000133
556318;11;9801;331000000133
557160;9;12591;131000000133
557622;9; ; 
557629;7;18223;711000000133
558553;9;10452;131000000133
558953;10;12115;231000000133
559878;10;10250;231000000133
560607;6;1132;611000000133
561042;7;16851;711000000133
561390;9;1663;131000000131
562115;11;3940;351053014133
562580;10;9695;231000000133
562612;9;11155;131000000133
563018;9;6752;131000000133
563692;9;1675;131000000133
563752;11;12655;331000000133
565295;9;7628;131000000113
565418;9;1121;131000000133
565782;8;1268;811000000133
566548;9;10832;131000000333
567331;9;1880;131000000133
568120;9; ; 
569339;7;9;711000000133
569453;5;9660;511000000133
569648;12;2222;431000000133
569817;8;11;811000000133
571252;11;108;351052013133
571906;8;10789;811000000133
571934;4;52;411000000133
572188;9;25899;131000000133
572189;9;9472;131000000133
572220;4;24946;411000000133
572270;8;12715;811000000133
573887;5;326;511000000133
574266;10;10453;231000000133
574268;9;25899;131000000133
574683;6;2964;611000000133
575588;9; ; 
575811;9;9061;131000000133
576093;5;20121;511000000133
576108;9;17790;131000000133
577069;11;1500;341041005233
577099;9;7627;131000000123
579087;11;22664;361061003133
580845;6;10576;611000000131
581747;9;2171;131000000133
582314;5;519;511000000133
583083;9;7102;131000000133
583299;9;9472;131000000133
584449;3;2019;311000000133
584462;7;7325;711000000133
584818;7;4616;711000000133
585427;10;9866;231000000133
585460;9;40352;131000000133
585474;5;612;511000000133
585615;9;13445;131000000132
585723;5;25589;511000000133
585904;9;9982;131000000131
585905;9;131;131000000131
586492;7;2234;711000000133
587662;9;9834;131000000133
588453;11;10396;341041005133
588511;5;2220;511000000133
589378;5;25215;511000000131
589587;9; ; 
589625;10;10491;231000000113
589923;7;14452;711000000131
590542;8;14675;811000000133
590779;12;4565;431000000133
591662;12;16749;431000000133
592039;9; ; 
592743;5;4672;511000000133
593170;4;5782;411000000132
593302;7;16945;711000000133
593881;6;26152;611000000133
594253;9;8499;131000000123
594317;5;20085;511000000133
594491;7;8933;711000000133
595486;9;20095;131000000133
595960;9; ; 
597744;9;22140;151051005133
598000;7;9060;711000000133
598326;8;8105;811000000133
598607;9;52;131000000133
599065;7;14212;711000000133
599765;10;12547;231000000133
600191;9;448;131000000133
600641;10;10506;231000000133
600693;6;2508;611000000133
601634;6;16732;611000000133
601770;11;1504;351055022132
601795;9;2109;131000000113
601883;9;40110;131000000133
602001;9;22113;131000000133
602783;9;8255;131000000133
602926;11;9060;361064001133
603717;12;7331;451058034133
603749;10;3165;231000000133
603925;8;1471;811000000133
603929;7;9604;711000000133
604846;4;10704;411000000133
605139;8;10455;811000000133
605835;11;8629;361064001113
605940;10;2934;231000000133
606296;11;9827;351056027133
606999;9;8617;131000000113
607320;9;3328;131000000133
608385;4;1518;411000000133
608677;9;22191;131000000133
609281;12;2635;431000000133
610068;9;25929;131000000133
610321;7;14397;711000000133
610514;4;8519;411000000133
610576;12;10699;431000000233
611184;9;1864;131000000133
611187;8;2948;811000000131
612015;9;5219;131000000133
612131;5;1917;511000000131
612453;11;24878;361061003133
612831;11;9926;331000000133
614325;9;8500;131000000131
614500;9;2938;131000000133
614597;9;9140;131000000133
614763;10;280;231000000133
614768;9;4982;131000000132
614812;8;2124;811000000133
615106;9;5021;131000000133
615107;9;13185;131000000133
615157;10;24766;231000000131
615312;9;6846;131000000133
615869;10;9863;231000000133
616180;8;10640;811000000133
616439;6;20096;611000000133
617560;9;1422;131000000133
618297;7;5666;711000000131
618586;9;25369;131000000133
618985;9;7627;131000000123
619088;2;10565;211000000133
619534;9;10638;131000000133
619845;9;6754;131000000133
621234;7;9164;711000000133
621330;11;9347;341041002133
622084;10;286;231000000133
623111;9;2283;131000000133
623748;7;9634;711000000133
623904;5;11199;511000000133
624384;5;12588;511000000131
624634;8;10404;811000000133
624988;9; ; 
625735;12;10220;431000000123
625736;6;1217;611000000333
625854;11;1858;351053015133
626476;10;2934;231000000133
626670;9;8487;131000000112
628306;5;9194;511000000131
628677;11;8841;331000000133
628835;7;10334;711000000131
630282;9;25303;131000000131
630863;5;621;511000000133
632057;9;3313;131000000133
632306;6;14587;611000000133
632878;4;6038;411000000133
633263;9; ; 
633471;9;17746;131000000131
633600;9;25171;131000000131
633695;6;11201;611000000133
634195;5;1466;511000000133
634763;11;3739;371072007113
635127;8;2121;811000000111
635254;9;4353;131000000133
635304;9;2939;131000000133
635587;9;3163;131000000133
635759;9;16432;131000000133
636453;10;9405;231000000133
636795;10;5264;231000000133
637271;12;25238;431000000131
637423;9;3961;131000000133
637501;5;40038;511000000133
637590;9;4982;131000000132
637649;11;12547;341041005133
638076;9;10482;131000000131
638212;8;12810;811000000133
639086;4;14917;411000000133
639996;12;2935;431000000133
640624;9;3348;131000000133
640874;9;3110;131000000133
641058;11;8495;331000000133
641281;10;4531;231000000131
641744;4;10186;411000000131
642303;9;219;131000000133
642753;9;9209;131000000113
643940;9;5574;131000000133
644360;5;10001;511000000133
644361;5;6834;511000000133
644579;9;12111;131000000133
644634;12;24626;441041005133
644929;11;22415;341041005133
645384;9;31288;131000000133
645468;7;8928;711000000122
645932;9;24473;131000000133
646550;11;9328;361064008131
647444;7;109;711000000133
647916;11;9694;341041002133
648667;9;3998;131000000133
649847;11;9182;341041005133
649879;12;6751;441041005133
650038;9;31509;131000000133
651055;11;5663;351052010133
651137;5;2997;511000000132
651156;5;2125;511000000131
651369;9;22626;131000000133
652164;12;7;461061003133
652278;10;3003;231000000131
652294;11;31087;331000000133
652650;11;2486;331000000133
652844;8;25171;811000000131
652845;8;5342;811000000133
653331;9;18035;131000000133
653656;7;12838;711000000133
655040;10;9281;231000000133
656144;9;22191;131000000133
656415;11;10696;341041005133
656864;9;2444;131000000133
657065;9;20475;131000000133
657072;7;16945;711000000133
657135;9;4165;131000000133
657234;10;4165;231000000133
657272;5;7722;511000000133
658548;9;2205;131000000133
658987;10;4160;231000000133
659570;9;1864;131000000133
659691;9; ; 
660778;12;8108;431000000133
660781;10;1121;231000000133
660804;10;24878;231000000133
660968;7;11851;711000000133
661235;9;1502;131000000133
661639;9;10255;131000000133
661681;9;20230;131000000131
662012;9;2378;131000000133
662482;11;26324;331000000133
662713;4;2026;411000000133
662729;6;1518;611000000133
662893;9;4535;131000000131
663053;5;25543;511000000131
663796;12;12217;461064001133
664384;11;10248;351058035131
665386;9;8654;131000000133
665958;3;25047;311000000132
665982;10;9897;231000000133
666814;11;15809;331000000133
668122;9;1542;131000000133
668745;9;9082;131000000133
670030;7;5085;711000000131
670179;9;15720;131000000133
670347;4;8449;411000000133
671034;11;10544;361061003133
671442;9;1194;131000000133
671461;12;25509;431000000131
672216;9;8507;131000000131
672261;9;399;131000000133
672346;8;2456;811000000133
672399;6;15755;611000000133
673167;6;132;611000000133
673439;9;31116;131000000133
673875;4;14870;411000000133
673930;9;9474;131000000113
673931;9; ; 
674543;7;2420;711000000133
675443;9;2793;131000000131
676250;11;10405;341041005133
676751;6;9283;611000000233
676756;6;9527;611000000133
677045;9; ; 
677564;8;6754;811000000133
677952;10;25059;231000000132
678039;9;9754;131000000133
678856;9;12117;131000000133
679040;10;4712;231000000133
679202;4;10794;411000000133
679338;9;4165;131000000133
679444;8;9507;811000000113
679489;8;1014;811000000133
679652;4;25485;411000000132
679901;9;1300;171072007133
680631;8;25737;811000000133
681789;9; ; 
681862;10;9472;231000000133
682210;9;1503;131000000133
682256;11;13606;331000000133
682324;10;1464;231000000133
682414;9;24675;131000000133
682708;6;326;611000000133
682764;10;12244;231000000433
683005;10;12716;231000000133
683242;9;20139;131000000133
683607;6;25550;611000000133
683805;4;2736;411000000132
683851;9;25448;131000000233
684189;9;1422;131000000133
684753;10;9472;231000000133
686525;3;25462;311000000133
687191;9;6348;131000000133
687278;9;8411;131000000133
687477;4;6349;411000000133
687530;9;399;131000000133
687737;10;516;231000000133
688021;7;523;711000000133
688405;9; ; 
688524;9;24652;131000000133
688566;6;10152;611000000131
688816;8;5611;811000000133
689242;10;5393;231000000133
689262;6;16749;611000000133
689357;9;191;131000000133
689564;11;8487;331000000111
691205;12;25645;431000000133
691657;12;1755;441041005133
692326;9;5267;131000000133
693990;9;106;131000000133
694706;11;31495;331000000133
694756;4;123;411000000131
695146;9; ; 
695555;4;310;411000000133
695783;11;6269;371072007133
695935;9; ; 
696094;8;26044;811000000133
696132;10;6122;231000000133
696586;12;12658;471072007133
696971;9;22626;131000000133
697481;9;9646;131000000131
697581;9;11498;131000000133
698313;4;15588;411000000133
698619;11;12115;341041005133
699641;9;10541;131000000131
699830;10;9909;231000000133
699987;9;10830;131000000113
700727;9;41135;131000000133
701173;9;10832;131000000333
701871;9;2283;131000000133
701901;5;5664;511000000133
702804;4;9520;411000000131
704028;8;24329;811000000123
704055;5;1573;511000000133
704634;11;8954;331000000113
704785;7;712;711000000133
705203;9;9897;131000000133
705936;12;12062;451053014133
706092;9;9906;131000000133
706690;9;5697;131000000131
706739;8;2048;811000000113
706849;9;2938;131000000133
706925;5;11265;511000000133
707884;9;10727;131000000133
707936;10;10640;231000000133
707998;9;10711;131000000133
708772;9;8500;131000000131
709281;4;17638;411000000133
709526;3;9131;311000000133
709541;9;16434;131000000133
709721;10;1987;231000000132
709988;9;2939;131000000133
710270;12;15682;431000000131
710450;9;10832;131000000333
710874;11;16604;331000000133
712692;12;13145;451053015133
713377;7;7628;711000000113
715227;11;31495;331000000133
715409;5;40295;511000000133
715600;9;3387;131000000133
715765;9;611;131000000133
716276;10;12062;231000000133
716637;4;25475;411000000133
717451;12;14608;431000000133
718081;11;9900;341041005133
719193;4;536;411000000133
719569;11;14825;331000000133
719794;10;270;231000000133
719840;9;5658;131000000132
721096;9; ; 
721097;9;9781;131000000133
721479;10;12632;231000000133
721901;7;22265;711000000133
722642;10;12632;231000000133
722761;6;1213;611000000233
723400;10;22664;231000000133
723878;9;9909;131000000133
723899;9;20184;131000000133
724953;9;8429;131000000133
725049;10;1675;231000000133
725176;7;1472;711000000133
725478;9; ; 
725616;9;31388;131000000133
725996;10;1610;231000000132
726691;10;10526;231000000133
728291;9;25853;131000000133
728834;6;25028;611000000131
729396;9; ; 
729660;9;25171;131000000131
730292;11;8496;361061003133
730631;7;20427;711000000133
731466;12;14818;431000000133
731629;8;12945;811000000133
733953;11;12741;331000000133
734097;4;535;411000000133
736432;8;6124;811000000133
736849;9;11155;131000000133
737173;10;15759;231000000133
737436;9;7628;131000000113
737675;10;31074;231000000113
737879;9;14313;131000000133
738060;11;1362;371072007133
738191;5;13342;511000000132
740986;6;1923;611000000132
741819;10;8927;231000000113
742021;3;8537;311000000133
742200;7;10963;711000000133
742547;9;25899;131000000133
742678;9;7628;131000000113
742968;8;8348;811000000133
743472;9;4702;131000000133
743473;7;10675;711000000133
744187;9;7956;131000000133
744301;10;10697;231000000133
744346;6;10329;611000000133
744347;6;10640;611000000133
744348;6;1748;611000000133
744529;11;1371;331000000233
744957;8;1610;811000000132
745423;11;9942;341041005133
746185;6;5703;611000000133
747211;4;12710;411000000133
747256;8;6737;811000000133
748733;4;463;411000000133
749071;5;1863;511000000133
749330;10;16582;231000000133
749847;9;1515;131000000133
750118;9;22626;131000000133
750202;9;5021;131000000133
750546;7;5868;711000000131
751919;7;22418;711000000133
752124;9;6766;131000000133
752655;9;3742;131000000133
752838;11;4160;341041005133
752997;6;620;611000000133
753127;8;10083;811000000133
754772;11;10140;331000000133
755951;9;5568;131000000131
756295;10;9781;231000000133
756327;10;10697;231000000133
757595;9;4562;131000000133
757742;5;4576;511000000133
758572;6;1059;611000000133
758694;9;2013;131000000133
758800;8;11704;811000000133
760153;4;6053;411000000133
760475;6;5264;611000000133
762479;6;13342;611000000131
762845;9;1;131000000131
763128;9;1366;131000000133
763231;11;8603;351053015123
763308;9;8105;131000000133
763544;10;9863;231000000133
763601;9;4951;131000000133
764039;7;31262;711000000123
765382;9;4534;131000000131
765698;7;5654;711000000133
766444;11;24686;341041005133
767723;8;8487;811000000112
767763;9;10396;131000000133
767807;7;5831;711000000133
